0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1390385911.496 289.959 204.722 1191 287.118 202.778 1191 283.446 202.252 1204 279.885 203.028 1208 277.365 204.905 1208 280.024 206.054 1208 283.484 206.323 1204 287.007 205.749 1200 307.601 203.882 1212 310.186 201.773 1216 313.889 200.879 1221 317.554 201.336 1234 320.224 202.95 1238 317.644 204.29 1229 314.221 204.855 1221 310.669 204.621 1212 290.124 194.357 1187 284.391 193.151 1200 278.016 193.036 1216 273.89 195.221 1216 271.282 198.318 1216 272.382 199.603 1212 275.308 197.534 1212 278.872 196.376 1208 284.204 196.448 1195 289.61 197.17 1187 305.95 193.528 1221 311.738 191.803 1225 318.275 191.044 1238 322.855 192.838 1247 325.727 195.499 1252 324.741 196.948 1252 321.669 195.297 1238 317.777 194.555 1234 312.317 195.099 1221 306.715 196.309 1216 294.677 204.343 1200 294.382 209.395 1200 292.908 213.953 1204 289.934 217.738 1204 290.945 221.876 1204 296.643 221.933 1208 301.172 221.727 1212 307.152 221.172 1221 307.904 216.988 1216 304.704 213.463 1212 303.128 208.91 1208 302.63 203.945 1212 288.054 232.819 1204 291.476 230.274 1204 295.579 228.302 1204 299.309 228.874 1208 302.95 227.959 1221 307.301 229.453 1225 311.162 231.621 1238 308.281 234.264 1234 304.59 236.106 1229 299.713 236.964 1212 294.728 236.598 1212 291.061 235.183 1208 290.664 232.649 1204 294.707 231.764 1204 299.417 231.594 1208 304.261 231.295 1221 308.587 231.729 1229 304.331 232.285 1225 299.472 232.82 1208 294.767 232.772 1204 267.758 205.993 1221 268.254 213.506 1221 269.619 220.731 1234 271.613 227.758 1234 274.318 234.138 1238 278.053 239.62 1238 282.365 243.799 1243 287.32 247.493 1252 293.249 250.153 1261 300.517 251.031 1270 307.735 249.457 1275 313.918 246.175 1284 319.004 241.758 1299 323.302 236.724 1299 326.582 230.587 0 328.577 223.991 1542 329.822 217.094 1536 330.405 210.155 0 330.218 202.701 0 283.536 204.476 1204 313.998 203.073 1221 298.92 218.606 1208 290.931 191.409 1191 284.868 190.153 1204 277.298 190.105 1221 271.815 192.939 1221 268.743 196.483 1221 304.982 190.651 1221 311.073 188.858 1225 318.784 188.057 1238 324.737 190.327 1252 328.08 193.35 1256
1390385911.574 290.1 204.565 1191 287.279 202.635 1191 283.601 202.119 1204 280.037 202.878 1208 277.499 204.724 1208 280.168 205.877 1208 283.637 206.149 1204 287.161 205.588 1195 307.753 203.789 1212 310.322 201.703 1216 314.028 200.835 1221 317.691 201.286 1229 320.37 202.881 1234 317.779 204.217 1229 314.347 204.772 1221 310.793 204.53 1212 290.296 194.316 1187 284.615 193.106 1200 278.316 192.945 1216 274.184 195.048 1212 271.532 198.072 1216 272.612 199.378 1212 275.558 197.383 1208 279.137 196.278 1208 284.417 196.372 1195 289.777 197.092 1183 306.194 193.551 1221 311.903 191.85 1225 318.336 191.078 1238 322.898 192.803 1243 325.777 195.396 1247 324.799 196.859 1247 321.742 195.273 1238 317.863 194.575 1229 312.475 195.116 1221 306.948 196.29 1216 294.87 204.236 1200 294.569 209.285 1200 293.104 213.866 1204 290.191 217.712 1200 291.23 221.825 1204 296.813 221.829 1204 301.323 221.637 1212 307.17 221.167 1221 307.952 217.006 1216 304.824 213.404 1208 303.273 208.817 1208 302.777 203.858 1208 288.55 232.943 1204 291.796 230.342 1204 295.78 228.317 1208 299.438 228.871 1212 303 228 1216 307.181 229.576 1225 310.82 231.841 1234 308.132 234.387 1234 304.569 236.204 1229 299.801 237.045 1216 294.914 236.659 1212 291.37 235.233 1208 291.297 232.749 1204 295.046 231.817 1204 299.539 231.62 1212 304.129 231.398 1221 308.121 231.923 1229 304.167 232.381 1221 299.582 232.875 1212 295.125 232.823 1204 267.737 205.738 1221 268.237 213.224 1221 269.608 220.477 1229 271.625 227.516 1229 274.35 233.886 1234 278.098 239.384 1234 282.412 243.591 1243 287.374 247.299 1252 293.304 249.966 1261 300.55 250.854 1265 307.75 249.282 1275 313.912 245.998 1284 318.979 241.577 1299 323.27 236.541 1294 326.571 230.402 1536 328.604 223.812 1536 329.886 216.923 0 330.497 209.979 0 330.327 202.579 0 283.685 204.317 1204 314.135 203.002 1221 299.076 218.556 1208 291.116 191.382 1191 285.113 190.121 1200 277.639 190.017 1216 272.155 192.744 1221 269.032 196.202 1221 305.223 190.687 1221 311.228 188.919 1225 318.818 188.1 1238 324.744 190.284 1247 328.097 193.23 1252
1390385911.636 290.101 204.412 1191 287.297 202.473 1191 283.617 201.952 1204 280.069 202.719 1208 277.557 204.574 1208 280.198 205.735 1208 283.651 206.006 1204 287.166 205.45 1195 307.745 203.648 1208 310.307 201.532 1216 314.018 200.652 1221 317.681 201.109 1225 320.357 202.716 1234 317.767 204.063 1225 314.338 204.627 1221 310.776 204.393 1212 290.382 194.627 1187 284.764 193.406 1195 278.537 193.218 1212 274.369 195.217 1212 271.662 198.154 1216 272.721 199.523 1208 275.681 197.605 1208 279.282 196.545 1208 284.525 196.647 1195 289.858 197.373 1183 306.161 193.85 1221 311.834 192.135 1221 318.231 191.34 1238 322.826 192.963 1238 325.773 195.466 1247 324.828 196.985 1247 321.722 195.473 1234 317.804 194.82 1229 312.421 195.377 1221 306.921 196.559 1216 294.842 204.165 1195 294.494 209.213 1200 293.024 213.812 1200 290.166 217.705 1200 291.202 221.813 1204 296.704 221.893 1204 301.188 221.705 1208 307.027 221.174 1221 307.838 217.008 1216 304.769 213.369 1208 303.241 208.769 1208 302.741 203.797 1208 288.492 233.04 1204 291.728 230.481 1204 295.664 228.503 1204 299.321 229.05 1208 302.889 228.189 1216 307.059 229.723 1221 310.732 231.942 1234 308.01 234.418 1234 304.438 236.189 1225 299.658 237.01 1216 294.791 236.628 1208 291.291 235.235 1208 291.253 232.839 1204 294.982 231.966 1204 299.43 231.78 1208 303.993 231.554 1216 308.016 232.019 1225 304.024 232.415 1221 299.464 232.885 1208 295.055 232.846 1204 267.822 205.409 1221 268.256 212.899 1221 269.574 220.208 1229 271.57 227.333 1229 274.284 233.814 1234 278.075 239.44 1238 282.374 243.681 1243 287.314 247.391 1252 293.225 250.017 1256 300.411 250.914 1265 307.634 249.38 1275 313.876 246.185 1280 319.026 241.798 1299 323.405 236.784 1294 326.823 230.513 1536 328.911 223.777 1536 330.204 216.75 0 330.813 209.672 0 330.639 202.204 0 283.707 204.165 1204 314.124 202.842 1221 298.99 218.56 1204 291.224 191.706 1191 285.286 190.432 1200 277.915 190.289 1216 272.419 192.879 1216 269.237 196.237 1221 305.175 191 1221 311.145 189.215 1225 318.667 188.365 1238 324.591 190.417 1247 328.009 193.256 1252
1390385911.714 290.517 204.985 1191 287.699 203.046 1191 284.001 202.522 1204 280.41 203.266 1208 277.841 205.098 1208 280.515 206.263 1208 284.009 206.546 1204 287.564 205.998 1195 308.328 204.297 1208 310.922 202.225 1212 314.659 201.383 1221 318.341 201.847 1229 321.027 203.456 1234 318.405 204.779 1229 314.939 205.314 1221 311.363 205.053 1212 290.787 194.661 1187 285.101 193.43 1195 278.801 193.235 1212 274.639 195.303 1212 271.948 198.308 1216 273.014 199.637 1208 275.982 197.669 1208 279.585 196.59 1208 284.875 196.707 1200 290.248 197.442 1183 306.888 193.977 1221 312.621 192.31 1221 319.065 191.564 1234 323.635 193.297 1243 326.491 195.898 1247 325.504 197.362 1247 322.461 195.776 1238 318.568 195.074 1229 313.17 195.589 1221 307.619 196.726 1216 295.356 204.673 1195 295.005 209.743 1195 293.488 214.348 1200 290.529 218.238 1200 291.556 222.375 1204 297.138 222.35 1208 301.675 222.176 1212 307.512 221.79 1221 308.343 217.618 1216 305.264 213.949 1208 303.753 209.32 1204 303.303 204.335 1208 288.841 233.696 1204 292.038 231.001 1204 296.029 228.915 1204 299.686 229.472 1208 303.268 228.631 1216 307.385 230.305 1221 310.895 232.703 1234 308.285 235.258 1234 304.751 237.095 1225 299.958 237.936 1216 295.058 237.517 1212 291.556 236.033 1208 291.679 233.502 1204 295.316 232.486 1204 299.752 232.269 1208 304.264 232.111 1221 308.119 232.756 1225 304.28 233.214 1221 299.786 233.693 1208 295.401 233.617 1208 267.866 206.108 1221 268.315 213.632 1221 269.655 220.945 1229 271.641 228.032 1229 274.339 234.441 1234 278.052 239.998 1238 282.345 244.283 1247 287.309 248.063 1256 293.263 250.801 1261 300.566 251.736 1265 307.814 250.17 1275 314.02 246.849 1284 319.128 242.379 1294 323.456 237.291 1294 326.814 231.13 1536 328.949 224.523 1536 330.326 217.619 1542 331.025 210.647 0 330.929 203.232 0 284.069 204.715 1204 314.748 203.544 1221 299.438 219.106 1208 291.638 191.715 1191 285.631 190.433 1200 278.159 190.286 1216 272.64 192.963 1221 269.473 196.396 1221 305.936 191.095 1221 311.968 189.362 1221 319.568 188.574 1234 325.496 190.773 1247 328.823 193.731 1247
1390385911.886 291.018 204.954 1191 288.242 202.989 1191 284.565 202.433 1200 280.996 203.148 1208 278.436 204.963 1208 281.088 206.152 1208 284.555 206.467 1204 288.088 205.95 1195 308.757 204.443 1212 311.332 202.39 1212 315.061 201.584 1221 318.734 202.086 1229 321.41 203.725 1229 318.78 205.03 1225 315.312 205.532 1221 311.752 205.233 1212 291.332 194.561 1187 285.715 193.288 1204 279.481 193.035 1212 275.346 195.057 1212 272.658 198.029 1212 273.713 199.37 1208 276.666 197.436 1208 280.248 196.396 1208 285.478 196.558 1200 290.785 197.332 1183 307.399 194.031 1216 313.098 192.419 1225 319.507 191.731 1234 324.046 193.503 1243 326.874 196.115 1247 325.878 197.588 1243 322.854 195.978 1234 318.976 195.245 1229 313.604 195.707 1221 308.092 196.781 1216 295.849 204.727 1195 295.456 209.775 1200 293.92 214.388 1204 291.023 218.302 1204 292.046 222.436 1204 297.45 222.401 1204 301.905 222.273 1212 307.658 222.018 1221 308.554 217.854 1212 305.572 214.104 1208 304.121 209.437 1208 303.71 204.466 1212 289.51 233.871 1204 292.537 231.173 1204 296.378 229.071 1208 299.929 229.651 1208 303.411 228.86 1221 307.388 230.64 1225 310.752 233.117 1234 308.235 235.442 1234 304.782 237.131 1225 300.143 237.881 1212 295.419 237.442 1208 292.058 236.023 1208 292.438 233.649 1204 295.789 232.678 1208 299.989 232.489 1208 304.269 232.41 1221 307.866 233.101 1225 304.245 233.267 1221 299.998 233.624 1208 295.886 233.566 1208 268.612 205.883 1221 268.994 213.374 1221 270.26 220.7 1225 272.173 227.8 1229 274.785 234.228 1238 278.41 239.826 1238 282.633 244.162 1247 287.538 247.979 1252 293.439 250.761 1261 300.678 251.76 1270 307.928 250.287 1275 314.193 247.069 1289 319.375 242.678 1294 323.761 237.643 0 327.164 231.504 0 329.33 224.898 1529 330.748 217.994 1542 331.495 210.996 0 331.446 203.585 0 284.623 204.632 1204 315.142 203.753 1221 299.766 219.222 1208 292.2 191.62 1191 286.263 190.294 1200 278.856 190.079 1216 273.352 192.7 1221 270.18 196.098 1221 306.475 191.138 1221 312.472 189.463 1225 320.035 188.742 1234 325.924 190.988 1247 329.219 193.956 1247
1390385911.949 290.987 204.977 1191 288.192 203 1187 284.509 202.439 1195 280.93 203.166 1204 278.363 205.006 1208 281.035 206.19 1204 284.51 206.499 1204 288.046 205.975 1191 308.724 204.441 1208 311.31 202.379 1212 315.038 201.563 1221 318.711 202.071 1225 321.384 203.727 1229 318.758 205.029 1225 315.297 205.531 1221 311.739 205.232 1212 291.299 194.514 1187 285.634 193.237 1200 279.348 193.008 1212 275.195 195.081 1212 272.507 198.102 1212 273.58 199.436 1208 276.548 197.458 1208 280.145 196.385 1208 285.415 196.537 1195 290.756 197.315 1179 307.316 193.967 1216 313.037 192.346 1221 319.474 191.671 1234 324.018 193.48 1243 326.852 196.136 1247 325.847 197.606 1243 322.814 195.958 1234 318.938 195.2 1229 313.547 195.659 1221 308.018 196.746 1216 295.812 204.712 1200 295.441 209.782 1195 293.912 214.388 1204 290.997 218.274 1204 292.023 222.433 1204 297.525 222.408 1204 301.996 222.275 1208 307.796 221.987 1216 308.663 217.801 1212 305.632 214.077 1208 304.145 209.425 1208 303.708 204.438 1208 289.398 233.838 1204 292.515 231.13 1204 296.436 229.034 1204 300.039 229.621 1212 303.561 228.814 1216 307.621 230.572 1225 311.07 233.048 1238 308.484 235.463 1234 304.98 237.197 1225 300.292 237.965 1212 295.502 237.523 1208 292.056 236.077 1208 292.271 233.625 1204 295.779 232.642 1204 300.106 232.458 1208 304.511 232.357 1221 308.241 233.048 1229 304.508 233.312 1221 300.125 233.701 1208 295.869 233.626 1204 268.516 205.977 1221 268.913 213.524 1221 270.186 220.876 1225 272.107 228.013 1229 274.738 234.479 1238 278.395 240.095 1243 282.664 244.429 1247 287.62 248.246 1256 293.572 251.024 1261 300.863 252.013 1270 308.137 250.517 1280 314.397 247.271 1284 319.561 242.852 1294 323.922 237.787 1294 327.278 231.622 1529 329.387 224.992 1529 330.756 218.061 1536 331.45 211.056 0 331.357 203.615 0 284.572 204.657 1200 315.12 203.747 1221 299.818 219.205 1204 292.152 191.557 1191 286.163 190.227 1195 278.691 190.043 1216 273.166 192.729 1221 269.997 196.181 1221 306.388 191.059 1221 312.41 189.375 1221 320.011 188.669 1234 325.919 190.962 1247 329.224 193.98 1252
1390385912.27 290.707 205.286 1191 287.884 203.359 1187 284.186 202.842 1200 280.592 203.584 1208 278.013 205.416 1208 280.711 206.562 1208 284.205 206.84 1204 287.758 206.293 1191 308.579 204.604 1208 311.172 202.551 1212 314.911 201.722 1221 318.606 202.19 1225 321.319 203.799 1229 318.674 205.105 1225 315.191 205.626 1221 311.613 205.359 1212 290.923 194.733 1187 285.253 193.51 1200 278.978 193.329 1212 274.846 195.419 1212 272.179 198.438 1212 273.233 199.76 1208 276.2 197.773 1208 279.796 196.684 1208 285.059 196.796 1200 290.407 197.524 1183 307.122 194.051 1216 312.846 192.397 1221 319.29 191.674 1234 323.863 193.439 1238 326.723 196.06 1243 325.741 197.532 1243 322.675 195.914 1234 318.769 195.195 1229 313.371 195.693 1221 307.824 196.814 1216 295.566 204.951 1195 295.215 209.997 1195 293.691 214.595 1200 290.737 218.497 1204 291.78 222.623 1204 297.332 222.532 1208 301.872 222.361 1208 307.744 222.058 1221 308.589 217.891 1212 305.489 214.203 1208 303.968 209.578 1204 303.511 204.618 1208 289.223 234.017 1204 292.328 231.23 1204 296.273 229.079 1204 299.91 229.629 1208 303.467 228.799 1216 307.591 230.553 1221 311.082 233.054 1238 308.507 235.579 1234 304.987 237.404 1225 300.223 238.237 1212 295.356 237.815 1208 291.88 236.332 1208 292.087 233.797 1204 295.608 232.71 1204 299.994 232.469 1208 304.47 232.35 1221 308.256 233.085 1229 304.482 233.494 1221 300.032 233.952 1208 295.711 233.884 1204 268.187 206.529 1216 268.631 214.017 1221 269.96 221.281 1229 271.943 228.319 1234 274.625 234.684 1234 278.296 240.212 1243 282.586 244.527 1243 287.564 248.336 1252 293.536 251.12 1256 300.876 252.072 1270 308.186 250.522 1280 314.456 247.195 1284 319.627 242.718 1294 323.982 237.608 0 327.319 231.487 0 329.429 224.912 1529 330.79 218.04 1536 331.471 211.094 0 331.355 203.705 0 284.257 205.023 1204 315.008 203.869 1221 299.654 219.345 1204 291.769 191.786 1191 285.772 190.512 1204 278.31 190.385 1216 272.81 193.095 1216 269.665 196.548 1221 306.169 191.166 1221 312.196 189.447 1221 319.809 188.685 1234 325.75 190.923 1243 329.083 193.903 1243
1390385912.89 290.919 204.912 1191 288.12 202.897 1187 284.444 202.314 1200 280.878 203.07 1208 278.338 204.971 1208 281.004 206.152 1208 284.462 206.456 1204 287.978 205.926 1191 308.585 204.366 1208 311.177 202.261 1212 314.895 201.422 1221 318.554 201.961 1225 321.201 203.675 1229 318.593 204.973 1225 315.158 205.473 1221 311.611 205.171 1212 291.3 194.604 1187 285.617 193.31 1200 279.304 193.111 1212 275.114 195.209 1212 272.413 198.266 1212 273.502 199.638 1208 276.485 197.621 1208 280.1 196.517 1208 285.398 196.655 1200 290.764 197.45 1179 307.074 194.039 1216 312.81 192.404 1221 319.274 191.76 1234 323.837 193.592 1238 326.703 196.285 1243 325.703 197.792 1243 322.633 196.101 1234 318.744 195.308 1229 313.323 195.758 1221 307.787 196.863 1216 295.689 204.645 1195 295.305 209.744 1200 293.775 214.343 1200 290.874 218.21 1204 291.892 222.418 1204 297.474 222.463 1204 301.909 222.333 1208 307.783 221.966 1221 308.633 217.729 1216 305.591 214.022 1208 304.077 209.39 1208 303.607 204.369 1208 289.074 233.883 1204 292.324 231.173 1204 296.333 229.111 1204 300.007 229.712 1208 303.597 228.886 1216 307.782 230.599 1221 311.389 233.061 1238 308.649 235.544 1229 305.053 237.29 1225 300.294 238.056 1212 295.444 237.619 1208 291.899 236.173 1208 291.856 233.672 1204 295.6 232.712 1204 300.088 232.548 1208 304.673 232.413 1221 308.648 233.067 1225 304.695 233.4 1221 300.116 233.807 1208 295.672 233.72 1204 268.536 205.92 1221 268.88 213.573 1221 270.093 221.02 1225 271.968 228.295 1229 274.576 234.931 1234 278.272 240.693 1243 282.576 245.065 1252 287.574 248.892 1252 293.585 251.642 1256 300.907 252.632 1270 308.234 251.142 1280 314.557 247.932 1284 319.764 243.5 1294 324.147 238.393 1299 327.502 232.081 1522 329.55 225.29 1529 330.844 218.198 1536 331.453 211.074 0 331.29 203.511 0 284.518 204.587 1204 314.972 203.663 1221 299.741 219.185 1204 292.143 191.624 1191 286.127 190.274 1195 278.628 190.124 1216 273.077 192.839 1221 269.897 196.331 1221 306.146 191.105 1221 312.19 189.405 1225 319.817 188.734 1234 325.734 191.052 1243 329.071 194.109 1247
1390385912.152 291.162 204.17 1195 288.339 202.096 1195 284.67 201.474 1204 281.1 202.298 1208 278.561 204.357 1208 281.284 205.458 1208 284.743 205.726 1204 288.237 205.177 1200 308.704 203.691 1212 311.32 201.589 1216 315.03 200.754 1221 318.683 201.398 1225 321.274 203.28 1234 318.667 204.476 1225 315.239 204.892 1221 311.726 204.533 1212 291.609 193.357 1187 285.731 192.107 1200 279.206 192.093 1216 275.012 194.489 1216 272.398 197.817 1212 273.588 199.091 1208 276.55 196.806 1212 280.159 195.512 1208 285.607 195.563 1195 291.096 196.337 1183 307.152 192.873 1221 313.026 191.35 1225 319.674 190.959 1234 324.205 193.135 1247 326.943 196.12 1252 325.833 197.542 1247 322.825 195.539 1234 318.981 194.508 1229 313.441 194.814 1221 307.813 195.839 1216 295.92 203.781 1200 295.536 208.742 1195 293.972 213.128 1200 291.081 216.808 1200 292.11 221.047 1204 297.796 220.887 1204 302.104 220.778 1208 308.023 220.641 1221 308.883 216.397 1212 305.853 212.814 1208 304.3 208.407 1208 303.806 203.533 1212 289.123 232.729 1204 292.409 229.715 1200 296.532 227.448 1204 300.281 228.058 1208 303.946 227.248 1216 308.221 229.182 1221 311.81 231.974 1234 308.995 234.253 1229 305.338 235.826 1221 300.595 236.508 1216 295.75 236.148 1212 292.07 234.865 1204 291.904 232.379 1204 295.72 231.224 1204 300.352 231.013 1208 305.059 230.952 1221 309.05 231.835 1229 305.067 231.904 1221 300.384 232.204 1208 295.804 232.193 1204 268.797 205.734 1221 269.039 213.416 1221 270.114 220.858 1229 271.81 228.176 1229 274.26 234.921 1238 277.841 240.745 1247 282.209 245.088 1252 287.381 248.834 1256 293.632 251.518 1261 301.197 252.488 1270 308.697 251.023 1280 315.171 247.882 1289 320.451 243.476 1294 324.764 238.309 1522 327.87 231.983 1536 329.663 225.188 1529 330.787 218.12 1536 331.232 211.097 0 330.935 203.572 0 284.762 203.845 1204 315.08 203.077 1221 299.978 217.813 1204 292.365 190.337 1191 286.126 189.037 1195 278.352 189.115 1216 272.777 192.204 1221 269.698 196 1221 306.323 189.888 1221 312.535 188.304 1225 320.413 187.933 1234 326.323 190.684 1247 329.52 194.072 1252
1390385912.214 291.339 202.71 1195 288.513 200.656 1200 284.873 200.064 1208 281.329 200.976 1208 278.83 203.16 1208 281.539 204.173 1208 284.989 204.371 1204 288.46 203.762 1200 308.887 202.068 1212 311.501 199.952 1216 315.181 199.082 1225 318.803 199.745 1229 321.31 201.712 1234 318.745 202.867 1234 315.338 203.265 1225 311.864 202.906 1216 291.84 191.512 1187 285.858 190.395 1200 279.24 190.598 1216 275.069 193.197 1216 272.538 196.7 1216 273.766 197.944 1212 276.677 195.47 1212 280.255 194.017 1208 285.79 193.928 1195 291.365 194.595 1187 307.345 190.902 1225 313.283 189.426 1229 320.01 189.154 1238 324.492 191.464 1247 327.074 194.576 1252 325.931 195.952 1247 323.021 193.81 1243 319.232 192.685 1234 313.647 192.949 1225 307.972 193.963 1221 296.164 202.18 1200 295.76 207.021 1200 294.151 211.262 1204 291.233 214.872 1200 292.299 219.132 1204 298.079 218.715 1204 302.274 218.563 1208 308.145 218.544 1221 309.022 214.294 1221 306.075 210.826 1212 304.51 206.606 1208 304.011 201.864 1212 289.016 231.078 1204 292.354 227.77 1204 296.602 225.27 1204 300.414 225.823 1212 304.18 224.991 1221 308.43 227.054 1225 311.876 230.074 1238 309.074 232.188 1234 305.426 233.643 1225 300.657 234.334 1221 295.795 234.125 1216 292.032 233.036 1208 291.849 230.596 1204 295.728 229.2 1204 300.429 228.871 1208 305.147 228.816 1221 309.099 229.835 1229 305.116 229.709 1221 300.457 229.977 1208 295.814 230.112 1204 268.581 205.03 1221 268.767 212.734 1225 269.789 220.198 1234 271.349 227.539 1234 273.688 234.344 1252 277.179 240.191 1256 281.599 244.469 1256 286.922 248.083 1261 293.392 250.613 1256 301.168 251.452 1270 308.717 249.894 1275 315.227 246.682 1289 320.475 242.183 1299 324.648 236.874 1522 327.526 230.494 1529 329.201 223.695 1536 330.256 216.671 0 330.642 209.738 0 330.285 202.278 0 284.984 202.484 1208 315.204 201.45 1225 300.16 215.776 1208 292.532 188.453 1195 286.172 187.294 1204 278.297 187.629 1221 272.773 190.959 1221 269.796 194.94 1221 306.593 187.896 1225 312.897 186.359 1229 320.877 186.13 1238 326.705 189.06 1252 329.72 192.599 1252
1390385912.261 291.46 201.495 1195 288.64 199.454 1200 285.029 198.861 1208 281.503 199.809 1212 279.006 202.063 1208 281.733 203.014 1208 285.171 203.188 1204 288.622 202.56 1200 309.105 200.874 1216 311.71 198.794 1216 315.368 197.941 1225 318.979 198.647 1234 321.453 200.689 1238 318.89 201.785 1234 315.475 202.133 1225 312.033 201.739 1221 291.966 189.567 1191 285.938 188.521 1208 279.287 188.856 1221 275.172 191.614 1221 272.719 195.251 1216 273.951 196.464 1216 276.84 193.839 1216 280.394 192.28 1216 285.949 192.121 1200 291.541 192.736 1187 307.606 188.993 1225 313.568 187.611 1234 320.342 187.5 1238 324.759 189.991 1247 327.212 193.234 1256 326.046 194.586 1252 323.195 192.278 1243 319.446 191.031 1238 313.837 191.203 1229 308.145 192.149 1221 296.389 200.894 1204 295.96 205.6 1204 294.305 209.728 1204 291.395 213.29 1204 292.517 217.547 1204 298.268 216.87 1208 302.352 216.721 1212 308.177 216.966 1221 309.121 212.729 1221 306.235 209.285 1212 304.667 205.185 1212 304.169 200.59 1216 289.266 229.682 1204 292.497 226.139 1200 296.718 223.426 1204 300.495 223.958 1208 304.235 223.15 1221 308.402 225.437 1225 311.672 228.715 1234 308.93 230.449 1229 305.336 231.64 1225 300.698 232.238 1216 295.969 232.14 1208 292.225 231.296 1204 292.209 229.059 1204 295.904 227.52 1204 300.482 227.128 1208 305.048 227.153 1221 308.775 228.331 1225 304.957 227.715 1221 300.491 227.821 1208 296.012 228.105 1204 268.586 204.359 1225 268.713 212.003 1225 269.649 219.411 1234 271.071 226.692 1238 273.269 233.462 1243 276.614 239.261 1256 281.073 243.515 1256 286.531 247.046 1256 293.18 249.518 1261 301.138 250.302 1265 308.797 248.772 1275 315.437 245.596 1294 320.782 241.122 1299 324.923 235.765 0 327.621 229.467 0 329.178 222.756 1536 330.176 215.856 0 330.525 209.046 0 330.134 201.698 0 285.145 201.305 1208 315.377 200.325 1225 300.296 214.142 1208 292.613 186.482 1200 286.19 185.399 1212 278.247 185.893 1221 272.772 189.424 1221 269.881 193.552 1225 306.925 185.96 1225 313.276 184.52 1238 321.343 184.481 1247 327.104 187.645 1261 329.971 191.336 1252
